"Novads","Statuss","DzNor","DzDekl","DzReg","NavSpeka","Kopa"
"SALASPILS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"SALASPILS NOVADS","PĀRĒJIE",0,867,0,7,874
"SALDUS NOVADS","LATVIJAS PILSONIS",0,23371,1,352,23724
"SALDUS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"SALDUS NOVADS","LATVIJAS NEPILSONIS",0,824,0,39,863
"SALDUS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"SALDUS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"SALDUS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"SALDUS NOVADS","PĀRĒJIE",3,164,0,6,173
"SAULKRASTU NOVADS","LATVIJAS PILSONIS",2,5612,2,56,5672
"SAULKRASTU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"SAULKRASTU NOVADS","LATVIJAS NEPILSONIS",0,294,0,13,307
"SAULKRASTU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"SAULKRASTU NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"SAULKRASTU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"SAULKRASTU NOVADS","PĀRĒJIE",1,302,0,2,305
"SĒJAS NOVADS","LATVIJAS PILSONIS",2,2225,0,11,2238
"SĒJAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"SĒJAS NOVADS","LATVIJAS NEPILSONIS",0,90,0,2,92
"SĒJAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"SĒJAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"SĒJAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"SĒJAS NOVADS","PĀRĒJIE",0,22,0,0,22
"SIGULDAS NOVADS","LATVIJAS PILSONIS",6,17506,0,140,17652
"SIGULDAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"SIGULDAS NOVADS","LATVIJAS NEPILSONIS",0,533,0,26,559
"SIGULDAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"SIGULDAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"SIGULDAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"SIGULDAS NOVADS","PĀRĒJIE",0,169,0,9,178
"SKRĪVERU NOVADS","LATVIJAS PILSONIS",0,3426,0,28,3454
"SKRĪVERU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"SKRĪVERU NOVADS","LATVIJAS NEPILSONIS",0,92,0,17,109
"SKRĪVERU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"SKRĪVERU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"SKRĪVERU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"SKRĪVERU NOVADS","PĀRĒJIE",0,28,0,2,30
"SKRUNDAS NOVADS","LATVIJAS PILSONIS",3,4797,0,65,4865
"SKRUNDAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"SKRUNDAS NOVADS","LATVIJAS NEPILSONIS",0,183,0,11,194
"SKRUNDAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"SKRUNDAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"SKRUNDAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"SKRUNDAS NOVADS","PĀRĒJIE",0,40,0,1,41
"SMILTENES NOVADS","LATVIJAS PILSONIS",1,12492,0,69,12562
"SMILTENES NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"SMILTENES NOVADS","LATVIJAS NEPILSONIS",0,185,0,2,187
"SMILTENES NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"SMILTENES NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"SMILTENES NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"SMILTENES NOVADS","PĀRĒJIE",1,34,0,7,42
"STOPIŅU NOVADS","LATVIJAS PILSONIS",0,9157,1,75,9233
"STOPIŅU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"STOPIŅU NOVADS","LATVIJAS NEPILSONIS",0,1297,0,33,1330
"STOPIŅU NOVADS","LATVIJAS BĒGLIS",0,1,0,0,1
"STOPIŅU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"STOPIŅU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"STOPIŅU NOVADS","PĀRĒJIE",0,378,0,1,379
"STRENČU NOVADS","LATVIJAS PILSONIS",1,2717,0,45,2763
"STRENČU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"STRENČU NOVADS","LATVIJAS NEPILSONIS",0,496,0,14,510
"STRENČU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"STRENČU NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"STRENČU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"STRENČU NOVADS","PĀRĒJIE",0,68,0,0,68
"TALSU NOVADS","LATVIJAS PILSONIS",0,29485,0,457,29942
"TALSU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"TALSU NOVADS","LATVIJAS NEPILSONIS",0,612,0,13,625
"TALSU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"TALSU NOVADS","LATVIJAS BEZVALSTNIEKS",0,7,0,0,7
"TALSU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"TALSU NOVADS","PĀRĒJIE",1,141,0,4,146
"TĒRVETES NOVADS","LATVIJAS PILSONIS",0,3160,0,19,3179
"TĒRVETES NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"TĒRVETES NOVADS","LATVIJAS NEPILSONIS",0,292,0,10,302
"TĒRVETES NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"TĒRVETES NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"TĒRVETES NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"TĒRVETES NOVADS","PĀRĒJIE",0,23,0,1,24
"TUKUMA NOVADS","LATVIJAS PILSONIS",7,28072,31,441,28551
"TUKUMA NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"TUKUMA NOVADS","LATVIJAS NEPILSONIS",0,1368,3,83,1454
"TUKUMA NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"TUKUMA NOVADS","LATVIJAS BEZVALSTNIEKS",0,5,0,0,5
"TUKUMA NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"TUKUMA NOVADS","PĀRĒJIE",1,321,0,11,333
"VAIŅODES NOVADS","LATVIJAS PILSONIS",0,2323,0,14,2337
"VAIŅODES NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"VAIŅODES NOVADS","LATVIJAS NEPILSONIS",0,171,0,1,172
"VAIŅODES NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"VAIŅODES NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"VAIŅODES NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"VAIŅODES NOVADS","PĀRĒJIE",0,31,0,2,33
"VALKAS NOVADS","LATVIJAS PILSONIS",0,7957,0,100,8057
"VALKAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"VALKAS NOVADS","LATVIJAS NEPILSONIS",0,655,0,50,705
"VALKAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"VALKAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"VALKAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"VALKAS NOVADS","PĀRĒJIE",3,140,1,7,151
"VARAKĻĀNU NOVADS","LATVIJAS PILSONIS",0,3231,1,15,3247
"VARAKĻĀNU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"VARAKĻĀNU NOVADS","LATVIJAS NEPILSONIS",0,67,0,4,71
"VARAKĻĀNU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"VARAKĻĀNU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"VARAKĻĀNU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"VARAKĻĀNU NOVADS","PĀRĒJIE",0,18,0,1,19
"VĀRKAVAS NOVADS","LATVIJAS PILSONIS",5,1953,0,1,1959
"VĀRKAVAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"VĀRKAVAS NOVADS","LATVIJAS NEPILSONIS",0,28,0,0,28
"VĀRKAVAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"VĀRKAVAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"VĀRKAVAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"VĀRKAVAS NOVADS","PĀRĒJIE",0,8,0,0,8
"VECPIEBALGAS NOVADS","LATVIJAS PILSONIS",0,3845,1,23,3869
"VECPIEBALGAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"VECPIEBALGAS NOVADS","LATVIJAS NEPILSONIS",0,93,0,6,99
"VECPIEBALGAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"VECPIEBALGAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"VECPIEBALGAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"VECPIEBALGAS NOVADS","PĀRĒJIE",0,6,0,1,7
"VECUMNIEKU NOVADS","LATVIJAS PILSONIS",0,7891,3,58,7952
"VECUMNIEKU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"VECUMNIEKU NOVADS","LATVIJAS NEPILSONIS",0,499,1,26,526
"VECUMNIEKU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"VECUMNIEKU NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"VECUMNIEKU NOVADS","LATVIJAS ALTERNATĪVAIS",0,1,0,0,1
"VECUMNIEKU NOVADS","PĀRĒJIE",2,85,0,0,87
"VENTSPILS NOVADS","LATVIJAS PILSONIS",0,11144,1,186,11331
"VENTSPILS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"VENTSPILS NOVADS","LATVIJAS NEPILSONIS",0,423,0,23,446
"VENTSPILS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"VENTSPILS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"VENTSPILS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"VENTSPILS NOVADS","PĀRĒJIE",1,117,0,2,120
"VIESĪTES NOVADS","LATVIJAS PILSONIS",0,3617,0,24,3641
"VIESĪTES NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"VIESĪTES NOVADS","LATVIJAS NEPILSONIS",0,226,0,3,229
"VIESĪTES NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"VIESĪTES NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"VIESĪTES NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"VIESĪTES NOVADS","PĀRĒJIE",0,14,0,0,14
"VIĻAKAS NOVADS","LATVIJAS PILSONIS",0,4900,3,21,4924
"VIĻAKAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"VIĻAKAS NOVADS","LATVIJAS NEPILSONIS",0,194,0,5,199
"VIĻAKAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"VIĻAKAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"VIĻAKAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"VIĻAKAS NOVADS","PĀRĒJIE",0,35,0,0,35
"VIĻĀNU NOVADS","LATVIJAS PILSONIS",1,5774,0,31,5806
"VIĻĀNU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"VIĻĀNU NOVADS","LATVIJAS NEPILSONIS",0,187,0,7,194
"VIĻĀNU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"VIĻĀNU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"VIĻĀNU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"VIĻĀNU NOVADS","PĀRĒJIE",0,45,0,0,45
"ZILUPES NOVADS","LATVIJAS PILSONIS",0,2682,0,22,2704
"ZILUPES NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"ZILUPES NOVADS","LATVIJAS NEPILSONIS",0,262,0,9,271
"ZILUPES NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"ZILUPES NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"ZILUPES NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"ZILUPES NOVADS","PĀRĒJIE",0,58,0,0,58
